Year,imdb,Title,clean_test,binary,budget,domgross,intgross,totalgross
2010,tt1531663,Everything Must Go,notalk,FAIL,5000000,2712131,2712131,5424262
2010,tt0977855,Fair Game,ok,PASS,50000000,11497497,26097497,37594994
2010,tt1433108,Faster,nowomen,FAIL,12000000,23240020,35658648,58898668
2010,tt1405500,For Colored Girls,ok,PASS,21000000,37729698,38017873,75747571
2010,tt1323045,Frozen,notalk,FAIL,150000000,393050114,1004550114,1397600228
2010,tt1226229,Get Him To The Greek,notalk,FAIL,40000000,61153526,91455875,152609401
2010,tt1322312,Going the Distance,ok,PASS,32000000,17804299,39990165,57794464
2010,tt0947810,Green Zone,nowomen,FAIL,100000000,35497337,97523020,133020357
2010,tt1375670,Grown Ups,ok,PASS,75000000,162001186,272223430,434224616
2010,tt1376195,Gunless,men,FAIL,9900000,458054,458054,916108
2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,ok,PASS,125000000,295983305,956399711,1252383016
2010,tt1231587,Hot Tub Time Machine,notalk,FAIL,36000000,50269859,63209958,113479817
2010,tt0892769,How to Train Your Dragon,ok,PASS,165000000,217581231,494870991,712452222
2010,tt1226236,I Am Love,ok,PASS,10000000,5005465,15132211,20137676
2010,tt1375666,Inception,dubious,FAIL,160000000,292576195,832584416,1125160611
2010,tt1591095,Insidious,ok,PASS,1500000,54009150,99870886,153880036
2010,tt1228705,Iron Man 2,ok,PASS,170000000,312433331,623561331,935994662
2010,tt0804497,It&#39;s Kind of a Funny Story,notalk,FAIL,8000000,6363628,6628326,12991954
2010,tt1250777,Kick-Ass,notalk,FAIL,28000000,48071303,97527535,145598838
2010,tt1013743,Knight and Day,men,FAIL,117000000,76423035,262142047,338565082
2010,tt1038686,Legion,ok,PASS,26000000,40168080,68854097,109022177
2010,tt1228987,Let Me In,notalk,FAIL,20000000,12134935,28270399,40405334
2010,tt0892318,Letters to Juliet,dubious,FAIL,30000000,53032453,79135982,132168435
2010,tt0758752,Love and Other Drugs,men,FAIL,30000000,32367005,102719647,135086652
2010,tt0985694,Machete,ok,PASS,12500000,26593646,44331957,70925603
2010,tt1371155,Made In Dagenham,ok,PASS,8000000,1095369,15644196,16739565
2010,tt1518812,Meek&#39;s Cutoff,men,FAIL,2000000,977772,1869928,2847700
2010,tt1001526,Megamind,nowomen,FAIL,130000000,148415853,321887208,470303061
2010,tt1470827,Monsters,nowomen,FAIL,500000,237301,5639730,5877031
2010,tt1126618,Morning Glory,ok,PASS,40000000,31011732,60040974,91052706
2010,tt1415283,Nanny McPhee and the Big Bang,ok,PASS,35000000,29197642,97799865,126997507
2010,tt1334260,Never Let Me Go,ok,PASS,15000000,2434652,11509512,13944164
2010,tt1536044,Paranormal Activity 2,ok,PASS,3000000,84752907,177512032,262264939
2010,tt0814255,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious,FAIL,95000000,88768303,226467130,315235433
2010,tt0878835,Please Give,ok,PASS,3000000,4033574,4570178,8603752
2010,tt1424381,Predators,nowomen,FAIL,40000000,52000688,127234389,179235077
2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,FAIL,200000000,90759676,335059676,425819352
2010,tt0935075,Rabbit Hole,ok,PASS,5000000,2229058,5839592,8068650
2010,tt0493949,Ramona and Beezus,ok,PASS,15000000,26167002,27469621,53636623
2010,tt1245526,Red,men,FAIL,60000000,90380162,196439693,286819855
2010,tt1403981,Remember Me,ok,PASS,16000000,19068240,56506120,75574360
2010,tt1053424,Repo Men,ok,PASS,32000000,13942007,18195238,32137245
2010,tt0955308,Robin Hood,dubious,FAIL,210000000,105487148,322459006,427946154
2010,tt0944835,Salt,ok,PASS,130000000,118311368,295713467,414024835
2010,tt0446029,Scott Pilgrim vs. the World,ok,PASS,85000000,31611316,48089760,79701076
2010,tt1028576,Secretariat,ok,PASS,35000000,59699513,60376247,120075760
2010,tt1261945,Sex and the city 2,ok,PASS,95000000,95347692,294680778,390028470
2010,tt0892791,Shrek Forever After,notalk,FAIL,165000000,238736787,756244673,994981460
2010,tt1130884,Shutter Island,notalk,FAIL,80000000,128012934,296831073,424844007
2010,tt1564585,Skyline,dubious,FAIL,10000000,21416355,78693371,100109726
2010,tt1421051,Somewhere,dubious,FAIL,7000000,1785645,14385645,16171290
2010,tt1440292,Submarine,notalk,FAIL,1900000,467602,4581937,5049539
2010,tt1512235,Super,notalk,FAIL,2500000,327716,518362,846078
2010,tt1135084,Takers,notalk,FAIL,32000000,57744720,70587268,128331988
2010,tt0398286,Tangled,ok,PASS,260000000,200821936,586581936,787403872
2010,tt0429493,The A-Team,nowomen,FAIL,110000000,77222099,177241171,254463270
2010,tt1212436,The Back-up Plan,ok,PASS,35000000,37490007,75281179,112771186
2010,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,ok,PASS,155000000,104386950,418186950,522573900
2010,tt0968264,The Conspirator,dubious,FAIL,25000000,11538204,15907411,27445615
2010,tt0455407,The Crazies,ok,PASS,19000000,39123589,54956140,94079729
2010,tt1226753,The Debt,ok,PASS,20000000,31177548,46604054,77781602
2010,tt1320253,The Expendables,notalk,FAIL,82000000,103068524,268268174,371336698
2010,tt0964517,The Fighter,men,FAIL,11000000,93617009,129262388,222879397
2010,tt1139328,The Ghost Writer,men,FAIL,45000000,15541549,65532491,81074040
2010,tt0775489,The Illusionist,nowomen,FAIL,16500000,39868642,83792062,123660704
2010,tt1155076,The Karate Kid,dubious,FAIL,40000000,176591618,359091618,535683236
2010,tt0842926,The Kids Are All Right,ok,PASS,4000000,20811365,36275469,57086834
2010,tt0954947,The Killer Inside Me,notalk,FAIL,13000000,217277,3617277,3834554
2010,tt1504320,The King&#39;s Speech,ok,PASS,15000000,138797449,430821166,569618615
2010,tt0938283,The Last Airbender,notalk,FAIL,150000000,131772187,319713881,451486068
2010,tt1320244,The Last Exorcism,ok,PASS,1800000,41034350,70165900,111200250
2010,tt0480255,The Losers,notalk,FAIL,25000000,23591432,26714018,50305450
2010,tt1458175,The Next Three Days,ok,PASS,30000000,21148651,67255916,88404567
2010,tt1386588,The Other Guys,nowomen,FAIL,100000000,119219978,170936470,290156448
2010,tt1017451,The Runaways,ok,PASS,9500000,3573673,5278632,8852305
2010,tt1285016,The Social Network,notalk,FAIL,40000000,96962694,224922135,321884829
2010,tt0963966,The Sorcerer&#39;s Apprentice,notalk,FAIL,160000000,63150991,215150991,278301982
2010,tt1273678,The Spy Next Door,ok,PASS,28000000,24307106,50983364,75290470
2010,tt0889573,The Switch,men,FAIL,19000000,27758465,49858465,77616930
2010,tt1274300,The Tempest,ok,PASS,20000000,277943,277943,555886
2010,tt1243957,The Tourist,nowomen,FAIL,100000000,67631157,278731369,346362526
2010,tt0840361,The Town,notalk,FAIL,37000000,92186262,152566881,244753143
2010,tt1325004,The Twilight Saga: Eclipse,ok,PASS,68000000,300531751,699590681,1000122432
2010,tt0780653,The Wolfman,notalk,FAIL,150000000,62189884,142634358,204824242
2010,tt1570989,Tiny Furniture,ok,PASS,50000,391674,424149,815823
2010,tt0435761,Toy Story 3,dubious,FAIL,200000000,415004880,1063759456,1478764336
2010,tt1104001,Tron Legacy,notalk,FAIL,200000000,172062763,397562763,569625526
2010,tt1403865,True Grit,ok,PASS,35000000,171243005,252276928,423519933
2010,tt1465522,Tucker and Dale vs Evil,ok,PASS,5000000,223838,5476793,5700631
2010,tt0477080,Unstoppable,dubious,FAIL,95000000,81562942,169511609,251074551
2010,tt0817230,Valentine&#39;s Day,ok,PASS,52000000,110485654,217569328,328054982
2010,tt1027718,Wall Street: Money Never Sleeps,dubious,FAIL,70000000,52474616,137431619,189906235
2010,tt1183923,Welcome to the Rileys,ok,PASS,10000000,152857,312857,465714
2010,tt1235189,Wild Target,notalk,FAIL,8000000,109338,109338,218676
2010,tt1399683,Winter&#39;s Bone,ok,PASS,2000000,6531503,16131552,22663055
2010,tt1216520,Womb,ok,PASS,13000000,N/A,N/A,#VALUE!
2010,tt1302067,Yogi Bear,nowomen,FAIL,80000000,100246011,202284317,302530328
2010,tt1414382,You Again,ok,PASS,20000000,25702053,32838945,58540998
2010,tt1182350,You Will Meet a Tall Dark Stranger,ok,PASS,15000000,3247816,34247816,37495632
2009,tt1022603,(500) Days of Summer,notalk,FAIL,7500000,32391374,60803210,93194584
2009,tt0974661,17 Again,ok,PASS,40000000,64167069,139474906,203641975
2009,tt1190080,2012,notalk,FAIL,200000000,166112167,788408539,954520706
2009,tt0472033,9,nowomen,FAIL,30000000,31749894,48559999,80309893
2009,tt0971209,A Perfect Getaway,dubious,FAIL,14000000,15515460,22815460,38330920
2009,tt1019452,A Serious Man,men,FAIL,7000000,9228788,30360570,39589358
2009,tt1315981,A Single Man,notalk,FAIL,7000000,9176000,28142379,37318379
2009,tt1185836,Adam,men,FAIL,3200000,2277396,2828590,5105986
2009,tt1091722,Adventureland,men,FAIL,9800000,16044025,17144025,33188050
2009,tt1186830,Agora,notalk,FAIL,70000000,619423,38992292,39611715
2009,tt1077262,Ajami,men,FAIL,1000000,621859,621859,1243718
2009,tt0881891,All About Steve,ok,PASS,15000000,33862903,40127259,73990162
2009,tt1174732,An Education,ok,PASS,7500000,12574914,29652736,42227650
2009,tt0808151,Angels &amp; Demons,nowomen,FAIL,150000000,133375846,490875846,624251692
2009,tt0913354,Armored,nowomen,FAIL,20000000,15988876,23661038,39649914
2009,tt0375568,Astro Boy,dubious,FAIL,65000000,19551067,44093014,63644081
2009,tt0499549,Avatar,men,FAIL,425000000,760507625,2783918982,3544426607
2009,tt1176740,Away We Go,ok,PASS,21000000,9451946,10108016,19559962
2009,tt0889583,Br&uuml;no,nowomen,FAIL,42000000,60054530,130788243,190842773
2009,tt0901476,Bride Wars,ok,PASS,30000000,58715510,115150424,173865934
2009,tt0810784,Bright Star,ok,PASS,8500000,4444637,17260680,21705317
2009,tt1210042,Brooklyn&#39;s Finest,notalk,FAIL,17000000,27163593,39233233,66396826
2009,tt0765010,Brothers,ok,PASS,26000000,28544157,45043870,73588027
2009,tt1232207,Capitalism: A Love Story,notalk,FAIL,20000000,14363397,19121531,33484928
2009,tt0795351,Case 39,ok,PASS,27000000,13261851,29302804,42564655
2009,tt1352824,Chloe,men,FAIL,13000000,3075255,9675172,12750427
2009,tt0844471,Cloudy with a Chance of Meatballs,notalk,FAIL,100000000,124870275,236827677,361697952
2009,tt1035736,Coco avant Chanel,ok,PASS,23000000,6113834,50813834,56927668
2009,tt0327597,Coraline,ok,PASS,60000000,75286229,126037057,201323286
2009,tt0433362,Daybreakers,notalk,FAIL,20000000,30101577,51401577,81503154
2009,tt1278340,Dead Snow,men,FAIL,800000,46742,2194020,2240762
2009,tt1136608,District 9,notalk,FAIL,30000000,115646235,215196627,330842862
2009,tt1127180,Drag Me to Hell,ok,PASS,30000000,42100625,91388487,133489112
2009,tt1191111,Enter the Void,notalk,FAIL,16000000,337997,337997,675994
2009,tt0780511,Everybody&#39;s Fine,men,FAIL,20000000,9208876,9208876,18417752
2009,tt0432283,Fantastic Mr. Fox,notalk,FAIL,40000000,21002919,46498922,67501841
2009,tt1013752,Fast &amp; Furious,notalk,FAIL,85000000,155064265,363064265,518128530
2009,tt1083456,Fired Up!,notalk,FAIL,20000000,17231291,18608570,35839861
2009,tt1232776,Fish Tank,ok,PASS,3000000,374675,5922292,6296967
2009,tt0758746,Friday the 13th,men,FAIL,17000000,65002019,91700771,156702790
2009,tt1201167,Funny People,notalk,FAIL,72500000,51855045,71880305,123735350
2009,tt0436339,G-Force,notalk,FAIL,150000000,119436770,287389685,406826455
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk,FAIL,175000000,150201498,302469017,452670515
2009,tt1034032,Gamer,notalk,FAIL,50000000,20534907,35062683,55597590
2009,tt1194263,Get Low,notalk,FAIL,7000000,9176933,9696933,18873866
2009,tt1289406,Harry Brown,notalk,FAIL,7300000,1818681,6294140,8112821
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok,PASS,250000000,301959197,934416487,1236375684
2009,tt1001508,He&#39;s Just Not That Into You,ok,PASS,40000000,93953653,178390243,272343896
2009,tt1024744,I Come with the Rain,nowomen,FAIL,18000000,0,627422,627422
2009,tt1045772,I Love You Phillip Morris,notalk,FAIL,13000000,2037459,15144685,17182144
2009,tt1155056,"I Love You, Man",men,FAIL,40000000,71440011,91729503,163169514
2009,tt1080016,Ice Age: Dawn of the Dinosaurs,notalk,FAIL,90000000,196573705,886968695,1083542400
2009,tt0361748,Inglourious Basterds,dubious,FAIL,70000000,120831050,316971720,437802770
2009,tt1057500,Invictus,notalk,FAIL,49000000,37491364,124491364,161982728
2009,tt1230414,It&#39;s Complicated,ok,PASS,85000000,112735375,224614744,337350119
2009,tt1131734,Jennifer&#39;s Body,ok,PASS,16000000,16204793,32832166,49036959
2009,tt1135503,Julie &amp; Julia,ok,PASS,40000000,94125426,126646119,220771545
2009,tt0448011,Knowing,notalk,FAIL,50000000,79957634,187858642,267816276
2009,tt1197624,Law Abiding Citizen,notalk,FAIL,53000000,73357727,131159781,204517508
2009,tt0808526,Life During Wartime,ok,PASS,4500000,281447,281447,562894
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,FAIL,42000000,1259693,11756922,13016615
2009,tt0892782,Monsters vs Aliens,dubious,FAIL,175000000,198351526,381687380,580038906
2009,tt1182345,Moon,notalk,FAIL,5000000,5010163,10676073,15686236
2009,tt1121977,Mother and Child,ok,PASS,7000000,1110509,5010509,6121018
2009,tt1179891,My Bloody Valentine 3D,men,FAIL,14000000,51545952,102754998,154300950
2009,tt1078588,My Sister&#39;s Keeper,ok,PASS,27500000,49200230,96673002,145873232
2009,tt0875034,Nine,men,FAIL,80000000,19676965,53508858,73185823
2009,tt1186367,Ninja Assassin,notalk,FAIL,50000000,38122883,61622883,99745766
2009,tt1266029,Nowhere Boy,dubious,FAIL,1900000,1445366,7785229,9230595
2009,tt1235796,Ondine,ok,PASS,12000000,550472,550472,1100944
2009,tt1532957,Paa,men,FAIL,4300000,199228,9791282,9990510
2009,tt1188729,Pandorum,notalk,FAIL,40000000,10330853,17033431,27364284
2009,tt1003034,Perrier&#39;s Bounty,nowomen,FAIL,6600000,828,828,1656
2009,tt0762125,Planet 51,notalk,FAIL,60000000,42194060,108996113,151190173
2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,PASS,10000000,47566524,68722848,116289372
2009,tt1152836,Public Enemies,notalk,FAIL,102500000,97104620,210379983,307484603
2009,tt0465580,Push,ok,PASS,38000000,31811527,44411527,76223054
2009,tt0988045,Sherlock Holmes,notalk,FAIL,90000000,209028679,498438212,707466891
2009,tt1017460,Splice,ok,PASS,30000000,17010170,22461001,39471171
2009,tt0796366,Star Trek,ok,PASS,140000000,257730019,385680446,643410465
2009,tt0473705,State of Play,ok,PASS,60000000,37017955,91445389,128463344
2009,tt0986263,Surrogates,notalk,FAIL,80000000,38577772,119668350,158246122
2009,tt0438488,Terminator Salvation,men,FAIL,200000000,125322469,371628539,496951008
2009,tt0878804,The Blind Side,men,FAIL,35000000,255959475,305705795,561665270
2009,tt1131729,The Boat That Rocked,nowomen,FAIL,50000000,8017467,37472651,45490118
2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,FAIL,8000000,10273187,10273187,20546374
2009,tt0362478,The Box,ok,PASS,25000000,15051977,26341896,41393873
2009,tt0896923,The City of Your Final Destination,ok,PASS,8300000,493296,1353296,1846592
2009,tt1144884,The Final Destination,ok,PASS,40000000,66477700,187384627,253862327
2009,tt1220198,The Fourth Kind,ok,PASS,10000000,26218170,49486874,75705044
2009,tt1132620,The Girl with the Dragon Tattoo,dubious,FAIL,90000000,102515793,233170238,335686031
2009,tt1103982,The Girlfriend Experience,dubious,FAIL,1300000,695840,1005840,1701680
2009,tt1247662,The Good Guy,ok,PASS,10000000,100688,100688,201376
2009,tt1119646,The Hangover,notalk,FAIL,35000000,277322503,469553471,746875974
2009,tt1054606,The Imaginarium of Doctor Parnassus,notalk,FAIL,30000000,7689607,64352607,72042214
2009,tt1130080,The Informant!,notalk,FAIL,22000000,33316821,41771168,75087989
2009,tt1058017,The Invention of Lying,men,FAIL,18500000,18451251,32679264,51130515
2009,tt0824758,The Last Station,ok,PASS,18000000,6617867,15696146,22314013
2009,tt0380510,The Lovely Bones,ok,PASS,95000000,44114232,94894448,139008680
2009,tt1234548,The Men Who Stare at Goats,nowomen,FAIL,24000000,32428195,67348218,99776413
2009,tt0790712,The Messenger,notalk,FAIL,6500000,1109660,1409660,2519320
2009,tt0780521,The Princess and the Frog,ok,PASS,105000000,104400899,270997378,375398277
2009,tt1041829,The Proposal,men,FAIL,40000000,163958031,314709717,478667748
2009,tt0898367,The Road,notalk,FAIL,25000000,8114270,27614270,35728540
2009,tt0485601,The Secret of Kells,nowomen,FAIL,8000000,690290,2600916,3291206
2009,tt0821642,The Soloist,notalk,FAIL,60000000,31720158,38454152,70174310
2009,tt1111422,The Taking of Pelham 123,nowomen,FAIL,110000000,65452312,152364370,217816682
2009,tt0452694,The Time Traveler&#39;s Wife,dubious,FAIL,39000000,63414846,98666635,162081481
2009,tt1142988,The Ugly Truth,men,FAIL,38000000,88915214,205230042,294145256
2009,tt1139668,The Unborn,ok,PASS,16000000,42670410,78208812,120879222
2009,tt0962736,The Young Victoria,ok,PASS,35000000,11001272,31878891,42880163
2009,tt1055369,Transformers: Revenge of the Fallen,ok,PASS,210000000,402111870,836519699,1238631569
2009,tt1049413,Up,notalk,FAIL,175000000,293004164,731542621,1024546785
2009,tt1193138,Up in the Air,men,FAIL,30000000,83823381,166842739,250666120
2009,tt1068678,Veronika Decides to Die,ok,PASS,9000000,N/A,N/A,#VALUE!
2009,tt0409459,Watchmen,men,FAIL,138000000,107509799,184068357,291578156
2009,tt1178663,Whatever Works,dubious,FAIL,15000000,5306706,35106706,40413412
2009,tt0386117,Where the Wild Things Are,notalk,FAIL,100000000,77233467,99123656,176357123
2009,tt1172233,Whip It,ok,PASS,15000000,13043363,18856151,31899514
2009,tt0365929,Whiteout,ok,PASS,35000000,10275638,12254746,22530384
2009,tt0458525,X-Men Origins: Wolverine,dubious,FAIL,150000000,179883157,374825760,554708917
2009,tt0448182,Yesterday Was a Lie,ok,PASS,200000,N/A,N/A,#VALUE!
2009,tt0403702,Youth in Revolt,notalk,FAIL,18000000,15285588,19685588,34971176
2009,tt1156398,Zombieland,ok,PASS,23600000,75590286,102236596,177826882
2008,tt0478087,21,ok,PASS,35000000,81159365,157852532,239011897
2008,tt0800308,Appaloosa,notalk,FAIL,20000000,20211394,27735474,47946868
2008,tt0455824,Australia,men,FAIL,130000000,49554002,215080810,264634812
2008,tt0871426,Baby Mama,ok,PASS,30000000,60494212,64391484,124885696
2008,tt0799934,Be Kind Rewind,notalk,FAIL,20000000,11175164,30894247,42069411
2008,tt0960731,Bedtime Stories,ok,PASS,80000000,110101975,218357961,328459936
2008,tt0861689,Blindness,ok,PASS,25000000,3073392,20052958,23126350
2008,tt0397892,Bolt,ok,PASS,150000000,114053759,313953759,428007518
2008,tt0887883,Burn After Reading,notalk,FAIL,37000000,60355347,163415735,223771082
2008,tt0824747,Changeling,ok,PASS,55000000,35739802,113805580,149545382
2008,tt0892255,Che: Part One,notalk,FAIL,58000000,293708,30118557,30412265
2008,tt0970411,City of Ember,ok,PASS,38000000,7871693,11817059,19688752
2008,tt1060277,Cloverfield,ok,PASS,25000000,80048433,170764033,250812466
2008,tt0489018,Day of the Dead,ok,PASS,18000000,N/A,N/A,#VALUE!
2008,tt0452608,Death Race,notalk,FAIL,65000000,36316032,72516819,108832851
2008,tt1034303,Defiance,ok,PASS,50000000,28644813,42268745,70913558
2008,tt0832266,"Definitely, Maybe",ok,PASS,7000000,32241649,55863786,88105435
2008,tt0483607,Doomsday,ok,PASS,33000000,11008770,21621188,32629958
2008,tt0918927,Doubt,ok,PASS,20000000,33446470,50946957,84393427
2008,tt1059786,Eagle Eye,notalk,FAIL,80000000,101440743,178066569,279507312
2008,tt0808244,Easy Virtue,ok,PASS,14000000,2656784,12656784,15313568
2008,tt1129423,Fireproof,men,FAIL,500000,33456317,33473297,66929614
2008,tt0486321,Fly Me to the Moon,nowomen,FAIL,25000000,14543943,57546746,72090689
2008,tt0800039,Forgetting Sarah Marshall,ok,PASS,30000000,63172463,105173042,168345505
2008,tt0369436,Four Christmases,ok,PASS,80000000,120146040,163546040,283692080
2008,tt0870111,Frost/Nixon,notalk,FAIL,29000000,18622031,28144586,46766617
2008,tt0978759,Frozen River,ok,PASS,1000000,2511476,6030129,8541605
2008,tt0876563,Gake no ue no Ponyo,ok,PASS,34000000,15090399,205312666,220403065
2008,tt0995039,Ghost Town,notalk,FAIL,20000000,13252641,26612350,39864991
2008,tt1205489,Gran Torino,men,FAIL,25000000,148095302,274543085,422638387
2008,tt1104733,Hamlet 2,ok,PASS,9000000,4886216,4898285,9784501
2008,tt0448157,Hancock,nowomen,FAIL,150000000,227946274,624346274,852292548
2008,tt1227929,Herb &amp; Dorothy,ok,PASS,82500000,75986503,160388063,236374566
2008,tt0962726,High School Musical 3: Senior Year,ok,PASS,11000000,90559416,274392880,364952296
2008,tt0465502,Igor,men,FAIL,30000000,19528602,31013349,50541951
2008,tt0780536,In Bruges,notalk,FAIL,15000000,7800825,34533783,42334608
2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,notalk,FAIL,185000000,317023851,786558145,1103581996
2008,tt0494238,Inkheart,ok,PASS,60000000,17303424,58051454,75354878
2008,tt0371746,Iron Man,men,FAIL,186000000,318604126,582443126,901047252
2008,tt0373051,Journey to the Center of the Earth,notalk,FAIL,45000000,101704370,240904370,342608740
2008,tt0489099,Jumper,notalk,FAIL,82500000,81168265,223113205,304281470
2008,tt0441773,Kung Fu Panda,notalk,FAIL,130000000,215434591,631910531,847345122
2008,tt1139797,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk,FAIL,4500000,2122085,12247682,14369767
2008,tt0866439,Made of Honor,men,FAIL,40000000,46012734,106548738,152561472
2008,tt0467197,Max Payne,ok,PASS,35000000,40687294,85761789,126449083
2008,tt0765476,Meet Dave,notalk,FAIL,60000000,11803254,50648806,62452060
2008,tt1013753,Milk,notalk,FAIL,20000000,31841299,57293371,89134670
2008,tt1046997,Miracle at St. Anna,men,FAIL,45000000,7916887,9110458,17027345
2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,PASS,10000000,31487293,33544594,65031887
2008,tt0410377,Nim&#39;s Island,ok,PASS,37000000,48006762,94081683,142088445
2008,tt0910936,Pineapple Express,men,FAIL,26000000,87341380,101549277,188890657
2008,tt1226681,Pontypool,nowomen,FAIL,1500000,3865,31916,35781
2008,tt0368563,Possession,ok,PASS,25000000,10103647,14805812,24909459
2008,tt0926129,Prom Night,ok,PASS,18000000,43869350,57109687,100979037
2008,tt0830515,Quantum of Solace,notalk,FAIL,230000000,169368427,591692078,761060505
2008,tt1082868,Quarantine,ok,PASS,12000000,31691811,41291811,72983622
2008,tt1084950,Rachel Getting Married,ok,PASS,12000000,12796861,13326864,26123725
2008,tt0959337,Revolutionary Road,ok,PASS,45000000,22911480,79564960,102476440
2008,tt1032755,RocknRolla,notalk,FAIL,18000000,5700626,27794339,33494965
2008,tt0814314,Seven Pounds,ok,PASS,54000000,69951824,166617328,236569152
2008,tt1000774,Sex and the City,ok,PASS,57500000,152647258,415247258,567894516
2008,tt1010048,Slumdog Millionaire,notalk,FAIL,14000000,141319928,384519665,525839593
2008,tt0811080,Speed Racer,ok,PASS,120000000,43945766,93394462,137340228
2008,tt0942903,Stargate: The Ark of Truth,dubious,FAIL,7000000,N/A,N/A,#VALUE!
2008,tt0838283,Step Brothers,notalk,FAIL,65000000,100468793,128468793,228937586
2008,tt0862846,Sunshine Cleaning,ok,PASS,5000000,12062558,16462558,28525116
2008,tt0383028,"Synecdoche, New York",dubious,FAIL,20000000,3083538,4383538,7467076
2008,tt0936501,Taken,ok,PASS,25000000,145000989,226941585,371942574
2008,tt0200465,The Bank Job,ok,PASS,20000000,30060660,66143005,96203665
2008,tt0844286,The Brothers Bloom,dubious,FAIL,20000000,3531756,5531756,9063512
2008,tt0499448,The Chronicles of Narnia: Prince Caspian,ok,PASS,225000000,141621490,419490286,561111776
2008,tt0421715,The Curious Case of Benjamin Button,dubious,FAIL,160000000,127509326,329809326,457318652
2008,tt0468569,The Dark Knight,dubious,FAIL,185000000,533345358,1002891358,1536236716
2008,tt0970416,The Day the Earth Stood Still,ok,PASS,80000000,79366978,233066978,312433956
2008,tt0406759,The Eye,ok,PASS,12000000,31418697,56918697,88337394
2008,tt0865556,The Forbidden Kingdom,notalk,FAIL,55000000,52075270,129075270,181150540
2008,tt0852713,The House Bunny,ok,PASS,25000000,48237389,70237389,118474778
2008,tt0887912,The Hurt Locker,notalk,FAIL,15000000,17017811,49894223,66912034
2008,tt0800080,The Incredible Hulk,notalk,FAIL,137500000,134806913,263417913,398224826
2008,tt0981072,The Lucky Ones,ok,PASS,14000000,266967,266967,533934
2008,tt0467200,The Other Boleyn Girl,ok,PASS,40000000,26814957,77714957,104529914
2008,tt0976051,The Reader,notalk,FAIL,32500000,34194407,113019290,147213697
2008,tt0416212,The Secret Life of Bees,ok,PASS,11000000,37770162,39984023,77754185
2008,tt1018785,The Sisterhood of the Traveling Pants 2,ok,PASS,27000000,44089964,44270131,88360095
2008,tt0482606,The Strangers,dubious,FAIL,9000000,52597610,83051676,135649286
2008,tt420238,The Tale of Despereaux,ok,PASS,60000000,50877145,90482317,141359462
2008,tt0430770,The Women,ok,PASS,16000000,26902075,50103808,77005883
2008,tt1125849,The Wrestler,notalk,FAIL,6000000,26238243,46634275,72872518
2008,tt0882978,Three Kingdoms: Resurrection of the Dragon,notalk,FAIL,20000000,N/A,22139590,#VALUE!
2008,tt0800241,Transsiberian,ok,PASS,15000000,2203641,6379575,8583216
2008,tt0942385,Tropic Thunder,nowomen,FAIL,90000000,110461307,188163455,298624762
2008,tt1099212,Twilight,ok,PASS,37000000,192769854,397923934,590693788
2008,tt0985699,Valkyrie,notalk,FAIL,90000000,83077762,203902107,286979869
2008,tt0497465,Vicky Cristina Barcelona,ok,PASS,16000000,23216709,104504817,127721526
2008,tt0910970,WALL-E,notalk,FAIL,180000000,223808164,532590994,756399158
2008,tt1185616,Waltz with Bashir,nowomen,FAIL,2000000,2283849,11125664,13409513
2008,tt0493464,Wanted,notalk,FAIL,75000000,134508551,342416460,476925011
2008,tt0494652,"Welcome Home, Roscoe Jenkins",dubious,FAIL,27500000,42436517,43607627,86044144
2008,tt1152850,Wendy and Lucy,ok,PASS,300000,865695,1416046,2281741
2008,tt1033643,What Happens In Vegas,ok,PASS,35000000,80277646,218535708,298813354
2008,tt1068680,Yes Man,notalk,FAIL,50000000,97690976,225990976,323681952
2007,tt1038988,[Rec],ok,PASS,2100000,N/A,27117954,#VALUE!
2007,tt0450385,1408,ok,PASS,22500000,71985628,131263370,203248998
2007,tt0463854,28 Weeks Later,ok,PASS,15000000,28638916,64232714,92871630
2007,tt0381849,3:10 to Yuma,nowomen,FAIL,48000000,53606916,71171825,124778741
2007,tt0389722,30 Days of Night,men,FAIL,30000000,39568996,80276156,119845152
2007,tt0411061,88 Minutes,notalk,FAIL,30000000,16930884,32955399,49886283
2007,tt0445922,Across the Universe,ok,PASS,45000000,24343673,29367143,53710816
2007,tt0783233,Atonement,ok,PASS,30000000,50980159,130200290,181180449
2007,tt0416508,Becoming Jane,ok,PASS,16500000,18663911,39364948,58028859
2007,tt0442933,Beowulf,ok,PASS,150000000,82195215,194995215,277190430
2007,tt0445934,Blades of Glory,ok,PASS,61000000,118594548,145594548,264189096
2007,tt0398808,Bridge to Terabithia,ok,PASS,25000000,82234139,137984788,220218927
